Age,Gender,Weight(kg),Daily Water Intake (liters),Physical Activity Level,Hydration Level
49,Male,98.55,2.8,High,At Risk of Dehydration
26,Male,87.48,3.05,High,At Risk of Dehydration
33,Female,65.17,2.16,Moderate,At Risk of Dehydration
52,Male,66.37,2.95,Moderate,Hydrated
25,Female,89.14,3.66,Low,Hydrated
25,Male,65.91,1.47,Moderate,At Risk of Dehydration
36,Female,54.17,2.38,Moderate,At Risk of Dehydration
36,Female,65.15,3.83,Low,Hydrated
35,Male,71.5,2.54,High,Hydrated
34,Female,73.2,1.71,High,At Risk of Dehydration
52,Male,66.23,2.05,Low,At Risk of Dehydration
40,Female,86.76,3.36,Low,Hydrated
49,Male,53.25,2.71,Low,At Risk of Dehydration
54,Female,46.71,1.67,Moderate,At Risk of Dehydration
58,Female,56.7,3.73,Low,Hydrated
56,Male,95.17,2.52,High,At Risk of Dehydration
24,Female,64.56,2.51,Low,At Risk of Dehydration
23,Female,83.52,2.51,Moderate,At Risk of Dehydration
23,Female,84.46,2.1,Low,At Risk of Dehydration
18,Female,73.1,1.81,Low,At Risk of Dehydration
56,Male,83.64,2.87,Low,At Risk of Dehydration
48,Female,91.95,3.9,Moderate,Hydrated
26,Male,90.24,1.98,Low,At Risk of Dehydration
24,Female,67.28,1.65,Low,At Risk of Dehydration
50,Female,89.77,2.15,Low,At Risk of Dehydration
38,Male,81.19,3.5,Low,At Risk of Dehydration
52,Male,90.91,3.57,Moderate,Hydrated
37,Female,56.96,1.94,Low,At Risk of Dehydration
30,Female,78.9,2.15,Low,At Risk of Dehydration
24,Female,80.2,2.16,Low,At Risk of Dehydration
45,Female,67.12,1.04,High,At Risk of Dehydration
32,Female,48.37,3.99,Low,Hydrated
31,Male,69.54,1.97,High,At Risk of Dehydration
50,Female,45.48,2.04,Moderate,At Risk of Dehydration
53,Female,94.15,2.19,Moderate,At Risk of Dehydration
38,Female,89.61,2.7,Low,Hydrated
57,Female,83.85,3.4,Low,Hydrated
41,Male,46.5,1.78,High,At Risk of Dehydration
21,Male,66.1,1.76,Moderate,At Risk of Dehydration
18,Male,94.45,1.88,Moderate,Hydrated
47,Female,59.58,2.43,Moderate,At Risk of Dehydration
37,Male,75.87,1.79,Low,At Risk of Dehydration
38,Female,83.95,3.95,Moderate,Hydrated
43,Male,77.9,3.66,Low,Hydrated
24,Female,64.01,1.16,Moderate,At Risk of Dehydration
18,Female,48.65,2.39,Low,At Risk of Dehydration
19,Female,48.1,2.13,Moderate,At Risk of Dehydration
18,Male,54.42,3.49,High,At Risk of Dehydration
26,Female,49.75,3.04,Moderate,Hydrated
57,Female,80.33,3.51,Moderate,Hydrated
47,Female,67.49,2.06,High,At Risk of Dehydration
41,Female,59.83,2.59,Low,At Risk of Dehydration
48,Male,98.42,1.8,Low,At Risk of Dehydration
29,Female,49.81,3.18,Moderate,At Risk of Dehydration
47,Male,70.05,1.74,Low,At Risk of Dehydration
30,Male,63.1,3.73,Low,At Risk of Dehydration
23,Female,97.44,1.35,Low,At Risk of Dehydration
19,Male,46.35,1.26,Low,At Risk of Dehydration
54,Male,63.96,2.88,Low,Hydrated
36,Female,83.17,2.19,Low,At Risk of Dehydration
36,Male,85.76,1.15,Low,At Risk of Dehydration
38,Female,50.78,2.65,Low,At Risk of Dehydration
51,Female,81.28,3.63,Moderate,At Risk of Dehydration
50,Female,48.76,3.69,Low,Hydrated
37,Male,87.61,3.0,Low,Hydrated
23,Female,70.63,3.44,High,At Risk of Dehydration
24,Female,89.08,1.67,Low,Hydrated
26,Male,68.41,2.71,High,Hydrated
52,Male,73.19,1.9,High,At Risk of Dehydration
57,Female,62.91,3.8,Low,Hydrated
53,Female,76.46,3.85,Moderate,Hydrated
57,Female,88.41,2.18,Low,At Risk of Dehydration
42,Male,79.25,1.36,Moderate,At Risk of Dehydration
49,Male,70.89,3.01,High,At Risk of Dehydration
29,Male,52.17,2.98,High,At Risk of Dehydration
27,Male,66.23,2.37,Low,Hydrated
30,Female,93.11,1.47,High,At Risk of Dehydration
41,Female,70.12,1.59,High,At Risk of Dehydration
33,Male,66.77,2.09,Low,At Risk of Dehydration
19,Male,60.08,1.84,High,Hydrated
21,Female,63.21,1.02,Moderate,At Risk of Dehydration
41,Male,55.14,1.17,High,At Risk of Dehydration
29,Male,80.56,1.86,Low,At Risk of Dehydration
51,Male,55.08,3.85,Low,Hydrated
37,Male,95.0,2.61,High,At Risk of Dehydration
27,Female,98.97,1.73,Moderate,At Risk of Dehydration
21,Male,55.89,2.37,Moderate,At Risk of Dehydration
29,Female,45.47,3.21,Moderate,At Risk of Dehydration
50,Male,76.76,3.32,Low,Hydrated
50,Female,56.31,2.3,Low,Hydrated
31,Male,86.21,2.92,Low,At Risk of Dehydration
53,Male,48.68,3.61,Low,At Risk of Dehydration
21,Male,86.19,1.56,High,At Risk of Dehydration
44,Male,51.33,3.52,High,Hydrated
19,Female,98.07,3.79,High,Hydrated
30,Male,78.38,3.5,Low,Hydrated
38,Female,49.78,2.09,Moderate,At Risk of Dehydration
36,Male,95.4,3.3,Low,Hydrated
56,Male,68.61,1.84,Moderate,Hydrated
53,Male,98.43,3.0,Low,At Risk of Dehydration
48,Male,74.62,3.77,Low,Hydrated
54,Female,51.02,2.22,Moderate,At Risk of Dehydration
19,Female,48.12,2.53,High,At Risk of Dehydration
31,Male,57.38,3.05,High,At Risk of Dehydration
32,Male,91.4,3.38,High,At Risk of Dehydration
46,Female,55.11,3.13,High,At Risk of Dehydration
30,Female,61.71,1.21,High,At Risk of Dehydration
44,Female,74.3,2.62,Low,At Risk of Dehydration
38,Male,63.99,1.82,High,At Risk of Dehydration
58,Male,58.5,1.07,High,At Risk of Dehydration
18,Male,83.35,1.36,High,At Risk of Dehydration
33,Female,91.81,1.0,Low,At Risk of Dehydration
46,Female,81.85,2.62,Low,At Risk of Dehydration
40,Female,82.96,2.63,Low,Hydrated
38,Female,61.03,1.83,Low,At Risk of Dehydration
40,Male,71.97,2.35,Moderate,At Risk of Dehydration
41,Female,60.1,3.77,Low,Hydrated
53,Male,54.29,2.34,Moderate,At Risk of Dehydration
44,Male,58.57,2.94,High,Hydrated
45,Female,52.98,3.8,High,Hydrated
22,Male,94.0,2.5,Moderate,At Risk of Dehydration
47,Male,77.15,1.36,Moderate,At Risk of Dehydration
32,Male,85.86,2.89,High,At Risk of Dehydration
27,Male,66.77,1.99,Moderate,At Risk of Dehydration
29,Male,48.6,1.24,Moderate,At Risk of Dehydration
19,Male,68.39,1.52,Low,At Risk of Dehydration
19,Female,87.55,3.79,Moderate,At Risk of Dehydration
55,Female,81.72,1.59,Low,At Risk of Dehydration
36,Female,82.9,1.78,Low,At Risk of Dehydration
23,Female,56.81,2.5,Moderate,At Risk of Dehydration
39,Male,54.3,1.25,High,At Risk of Dehydration
50,Male,72.88,2.94,Moderate,Hydrated
31,Male,79.1,3.33,High,Hydrated
56,Female,86.02,2.7,High,At Risk of Dehydration
43,Male,86.39,3.19,Low,Hydrated
21,Male,56.03,3.97,Moderate,Hydrated
36,Female,51.1,2.77,Moderate,Hydrated
38,Male,82.08,1.11,Low,At Risk of Dehydration
49,Male,94.3,1.84,Moderate,At Risk of Dehydration
30,Male,91.64,2.36,High,At Risk of Dehydration
28,Female,81.45,3.13,Moderate,At Risk of Dehydration
31,Female,76.3,1.41,High,At Risk of Dehydration
27,Female,83.9,1.77,Moderate,At Risk of Dehydration
51,Male,94.33,1.57,Low,Hydrated
24,Female,79.48,2.78,High,At Risk of Dehydration
29,Male,88.51,3.36,Low,Hydrated
36,Female,70.78,3.97,High,Hydrated
20,Male,46.27,1.29,Moderate,At Risk of Dehydration
20,Male,52.3,3.17,Low,Hydrated
38,Male,48.13,1.31,High,At Risk of Dehydration
23,Female,87.33,1.11,Moderate,At Risk of Dehydration
37,Female,91.35,3.15,High,At Risk of Dehydration
57,Male,56.74,1.5,High,At Risk of Dehydration
19,Female,57.69,2.36,High,At Risk of Dehydration
44,Female,61.56,2.96,High,Hydrated
58,Male,63.11,1.55,High,At Risk of Dehydration
33,Female,85.69,3.39,Low,At Risk of Dehydration
27,Male,60.36,1.04,Moderate,At Risk of Dehydration
46,Female,69.22,1.64,Low,At Risk of Dehydration
19,Female,57.52,1.75,Low,At Risk of Dehydration
35,Male,72.51,2.21,Moderate,At Risk of Dehydration
44,Male,79.48,3.35,Low,Hydrated
44,Male,45.61,3.95,Low,Hydrated
45,Female,55.94,1.51,Low,At Risk of Dehydration
49,Female,95.78,2.24,High,At Risk of Dehydration
21,Male,93.56,2.35,Moderate,At Risk of Dehydration
38,Male,97.89,3.9,High,Hydrated
47,Male,70.61,2.47,Low,At Risk of Dehydration
57,Male,70.34,3.96,Moderate,Hydrated
24,Male,66.71,1.96,High,At Risk of Dehydration
50,Female,59.38,3.12,Moderate,Hydrated
18,Female,77.87,2.39,Moderate,At Risk of Dehydration
30,Female,75.05,2.51,Moderate,Hydrated
40,Male,46.95,2.0,High,Hydrated
19,Female,95.37,3.45,High,At Risk of Dehydration
21,Female,97.12,1.93,High,At Risk of Dehydration
18,Male,52.83,1.99,High,At Risk of Dehydration
42,Female,80.26,1.07,Low,Hydrated
55,Female,67.77,3.43,Low,At Risk of Dehydration
36,Female,49.1,1.32,High,At Risk of Dehydration
42,Female,47.94,3.31,Moderate,Hydrated
19,Male,94.2,3.58,High,At Risk of Dehydration
31,Female,84.74,1.94,Moderate,At Risk of Dehydration
42,Male,69.72,1.47,Moderate,At Risk of Dehydration
48,Male,45.12,2.23,Moderate,At Risk of Dehydration
34,Male,88.43,2.34,High,At Risk of Dehydration
30,Male,46.67,1.67,High,At Risk of Dehydration
41,Female,57.23,2.89,Moderate,At Risk of Dehydration
46,Female,88.32,3.61,Low,Hydrated
30,Female,84.76,1.42,High,Hydrated
54,Female,87.69,2.54,Moderate,At Risk of Dehydration
20,Female,81.14,3.95,Low,Hydrated
59,Female,80.96,1.48,High,At Risk of Dehydration
51,Male,83.74,2.42,Moderate,At Risk of Dehydration
27,Male,78.77,3.59,Moderate,Hydrated
18,Female,63.87,2.82,Moderate,Hydrated
36,Female,72.59,2.9,Moderate,Hydrated
41,Male,99.28,2.2,High,At Risk of Dehydration
51,Male,50.82,2.21,Moderate,At Risk of Dehydration
54,Female,95.97,1.41,High,At Risk of Dehydration
22,Male,78.84,1.46,High,At Risk of Dehydration
55,Male,83.91,3.78,Low,At Risk of Dehydration
36,Female,49.34,2.27,Low,At Risk of Dehydration
26,Male,80.38,2.51,High,At Risk of Dehydration
41,Female,64.08,3.18,Low,At Risk of Dehydration
25,Male,64.94,3.15,Low,Hydrated
25,Male,46.19,1.42,Moderate,At Risk of Dehydration
34,Female,67.9,3.4,Moderate,At Risk of Dehydration
50,Male,64.74,3.62,High,At Risk of Dehydration
23,Male,53.04,2.24,Moderate,At Risk of Dehydration
34,Female,65.44,3.45,Low,Hydrated
31,Female,91.27,1.96,High,At Risk of Dehydration
51,Female,76.65,3.59,Moderate,Hydrated
54,Male,87.36,3.17,Moderate,Hydrated
42,Female,92.5,3.15,High,Hydrated
42,Female,92.81,2.86,Low,Hydrated
50,Female,74.1,2.2,Moderate,At Risk of Dehydration
45,Female,91.42,1.42,Moderate,At Risk of Dehydration
59,Female,57.47,3.23,High,Hydrated
56,Female,56.48,2.67,Moderate,Hydrated
32,Female,60.43,1.62,Low,At Risk of Dehydration
30,Male,81.41,1.14,High,At Risk of Dehydration
50,Male,73.42,3.36,Low,At Risk of Dehydration
43,Female,82.29,3.07,High,Hydrated
49,Female,83.97,2.26,Moderate,Hydrated
41,Male,48.58,2.17,High,At Risk of Dehydration
24,Male,99.82,1.88,Moderate,At Risk of Dehydration
18,Male,90.48,3.57,Moderate,At Risk of Dehydration
58,Male,55.33,2.08,Low,Hydrated
32,Male,98.84,3.15,High,Hydrated
49,Male,86.97,3.91,Moderate,Hydrated
46,Female,76.78,1.02,High,At Risk of Dehydration
19,Male,63.69,1.65,Moderate,At Risk of Dehydration
36,Male,73.27,2.72,High,At Risk of Dehydration
59,Male,96.84,2.0,Low,At Risk of Dehydration
25,Female,46.24,3.08,Low,At Risk of Dehydration
47,Female,49.21,2.09,Moderate,At Risk of Dehydration
36,Female,59.32,1.29,Moderate,At Risk of Dehydration
20,Male,84.97,1.68,Moderate,At Risk of Dehydration
25,Female,55.84,1.55,Low,At Risk of Dehydration
44,Male,99.02,3.35,High,Hydrated
24,Male,77.73,2.51,Low,At Risk of Dehydration
50,Female,78.78,2.49,High,At Risk of Dehydration
36,Male,82.14,1.27,Low,Hydrated
27,Female,75.86,1.26,High,At Risk of Dehydration
21,Female,59.62,1.42,High,At Risk of Dehydration
33,Male,56.36,2.17,Low,At Risk of Dehydration
59,Female,90.16,1.86,Moderate,At Risk of Dehydration
31,Male,46.47,1.3,High,At Risk of Dehydration
34,Male,45.8,2.52,High,At Risk of Dehydration
18,Female,68.35,3.84,High,At Risk of Dehydration
20,Female,47.59,2.12,Low,At Risk of Dehydration
55,Female,99.13,1.38,Low,At Risk of Dehydration
27,Female,50.74,1.25,High,At Risk of Dehydration
40,Male,45.81,2.9,Moderate,At Risk of Dehydration
24,Male,78.74,1.11,Moderate,At Risk of Dehydration
21,Male,82.18,1.41,Low,At Risk of Dehydration
19,Male,71.59,1.01,Low,At Risk of Dehydration
56,Female,81.95,3.12,Moderate,At Risk of Dehydration
26,Female,67.65,3.7,Moderate,At Risk of Dehydration
54,Female,73.46,2.27,Moderate,At Risk of Dehydration
41,Male,51.78,1.94,High,At Risk of Dehydration
39,Male,78.66,1.19,Moderate,At Risk of Dehydration
52,Female,49.27,1.81,Moderate,At Risk of Dehydration
37,Male,72.04,2.48,Low,At Risk of Dehydration
43,Female,70.81,1.05,High,At Risk of Dehydration
21,Male,99.35,3.77,Low,Hydrated
43,Female,45.03,3.06,High,At Risk of Dehydration
18,Female,85.35,2.64,Low,At Risk of Dehydration
55,Male,98.32,2.34,Low,At Risk of Dehydration
45,Male,65.6,2.81,Low,Hydrated
38,Female,76.78,2.6,Moderate,Hydrated
39,Female,74.77,1.17,Moderate,At Risk of Dehydration
51,Female,82.14,3.31,Moderate,Hydrated
30,Male,71.06,1.25,Moderate,At Risk of Dehydration
42,Male,80.46,3.05,Low,At Risk of Dehydration
26,Female,91.76,3.5,Moderate,At Risk of Dehydration
31,Female,51.37,1.99,Moderate,At Risk of Dehydration
27,Male,97.85,2.27,Low,At Risk of Dehydration
38,Female,56.41,3.62,Low,Hydrated
42,Male,53.34,2.89,Moderate,At Risk of Dehydration
34,Female,58.36,2.63,High,At Risk of Dehydration
48,Male,70.48,1.8,High,At Risk of Dehydration
26,Male,94.58,3.45,Low,Hydrated
48,Male,86.86,1.69,Moderate,At Risk of Dehydration
33,Male,88.17,2.09,High,At Risk of Dehydration
40,Female,82.52,1.62,Moderate,At Risk of Dehydration
26,Female,68.61,2.86,Moderate,At Risk of Dehydration
28,Male,65.16,1.63,Low,Hydrated
47,Female,81.75,3.48,High,Hydrated
19,Female,76.16,3.97,Low,Hydrated
21,Female,54.54,2.34,High,At Risk of Dehydration
44,Female,52.02,2.62,Low,Hydrated
26,Female,59.15,4.0,High,Hydrated
24,Male,95.21,3.09,Low,Hydrated
34,Female,78.7,2.65,High,Hydrated
22,Male,80.37,3.74,High,Hydrated
31,Male,76.45,1.84,Low,At Risk of Dehydration
56,Male,54.82,3.68,High,Hydrated
23,Male,62.72,3.33,High,Hydrated
46,Male,80.38,2.92,Low,At Risk of Dehydration
39,Male,70.09,3.52,Moderate,Hydrated
31,Female,82.56,3.08,Low,At Risk of Dehydration
45,Female,60.46,3.43,High,Hydrated
37,Male,53.45,3.73,Low,Hydrated
53,Female,78.95,1.39,Low,At Risk of Dehydration
42,Male,72.96,4.0,Low,Hydrated
27,Female,79.7,3.81,High,Hydrated
18,Male,76.94,2.6,Moderate,At Risk of Dehydration
25,Female,86.65,2.52,Low,Hydrated
37,Female,71.43,1.9,High,At Risk of Dehydration
58,Male,60.08,1.9,Moderate,At Risk of Dehydration
55,Male,68.89,1.89,Low,At Risk of Dehydration
36,Female,60.8,1.25,Moderate,At Risk of Dehydration
26,Male,62.28,3.21,Moderate,Hydrated
32,Male,99.44,2.17,Moderate,At Risk of Dehydration
30,Female,70.16,1.55,Moderate,At Risk of Dehydration
25,Male,91.37,3.47,Moderate,Hydrated
47,Female,75.11,3.38,Low,Hydrated
46,Female,59.11,3.83,Low,Hydrated
26,Male,76.06,3.86,Low,Hydrated
32,Male,82.44,3.25,Low,At Risk of Dehydration
34,Female,87.16,2.41,Low,At Risk of Dehydration
48,Male,90.17,3.99,Low,Hydrated
34,Female,64.63,1.87,Low,At Risk of Dehydration
33,Male,68.76,3.81,Low,Hydrated
52,Female,70.95,3.9,Low,At Risk of Dehydration
45,Female,54.53,2.48,Moderate,At Risk of Dehydration
22,Male,88.88,3.1,Low,At Risk of Dehydration
50,Male,49.56,1.78,Moderate,At Risk of Dehydration
25,Male,87.93,1.19,High,At Risk of Dehydration
18,Male,73.72,2.41,High,At Risk of Dehydration
18,Male,64.9,1.04,High,At Risk of Dehydration
50,Male,71.81,2.25,High,At Risk of Dehydration
26,Male,68.4,3.96,Moderate,Hydrated
40,Female,49.25,3.57,High,Hydrated
43,Female,79.73,3.82,Low,Hydrated
34,Male,84.67,1.98,High,At Risk of Dehydration
26,Female,91.13,2.48,High,Hydrated
56,Male,45.84,1.47,High,At Risk of Dehydration
25,Female,86.63,2.58,Low,Hydrated
30,Male,85.25,2.79,Low,Hydrated
57,Male,95.21,2.54,Moderate,At Risk of Dehydration
35,Female,46.68,3.33,High,At Risk of Dehydration
28,Male,52.4,1.62,Low,Hydrated
35,Female,52.88,3.02,Low,At Risk of Dehydration
40,Male,80.35,2.15,High,At Risk of Dehydration
28,Male,57.8,1.01,Moderate,At Risk of Dehydration
58,Female,96.79,1.05,Moderate,At Risk of Dehydration
26,Male,49.41,1.25,Moderate,At Risk of Dehydration
37,Female,81.59,2.26,Moderate,At Risk of Dehydration
20,Female,47.68,3.79,High,Hydrated
35,Male,59.2,2.81,Moderate,At Risk of Dehydration
33,Female,75.24,3.44,Low,At Risk of Dehydration
46,Male,69.08,2.86,High,At Risk of Dehydration
54,Male,68.97,3.79,Low,At Risk of Dehydration
55,Female,96.37,3.32,Moderate,Hydrated
43,Male,53.78,1.0,Moderate,At Risk of Dehydration
41,Male,90.52,2.46,High,At Risk of Dehydration
28,Female,97.96,2.84,Low,At Risk of Dehydration
42,Male,63.98,2.11,Low,At Risk of Dehydration
46,Male,60.74,3.86,Moderate,At Risk of Dehydration
27,Male,80.83,2.69,Low,At Risk of Dehydration
22,Female,47.87,1.1,Low,At Risk of Dehydration
54,Male,59.87,1.12,Low,At Risk of Dehydration
33,Female,69.21,3.6,Low,Hydrated
54,Female,98.33,1.67,Low,At Risk of Dehydration
36,Female,65.61,3.55,Low,At Risk of Dehydration
19,Male,69.13,3.08,High,At Risk of Dehydration
19,Female,77.33,2.4,Low,At Risk of Dehydration
53,Female,93.87,3.28,Low,At Risk of Dehydration
39,Female,74.84,3.64,Moderate,Hydrated
25,Female,52.89,1.54,Low,At Risk of Dehydration
21,Male,92.02,2.04,Moderate,At Risk of Dehydration
48,Male,80.17,2.9,Moderate,At Risk of Dehydration
18,Male,47.14,2.13,Low,At Risk of Dehydration
25,Female,83.05,3.54,Moderate,Hydrated
46,Female,83.21,3.41,High,At Risk of Dehydration
48,Male,98.61,1.39,Moderate,At Risk of Dehydration
49,Male,86.68,3.92,Low,Hydrated
33,Female,90.17,1.39,High,At Risk of Dehydration
48,Female,53.2,3.93,Moderate,Hydrated
23,Male,75.4,3.91,High,At Risk of Dehydration
26,Female,68.1,1.69,High,At Risk of Dehydration
51,Male,92.17,3.13,Moderate,Hydrated
24,Female,46.52,1.58,Low,At Risk of Dehydration
36,Male,53.22,1.18,Low,At Risk of Dehydration
45,Female,94.73,3.63,Moderate,Hydrated
31,Male,49.1,3.97,Moderate,Hydrated
45,Female,63.35,3.47,Moderate,Hydrated
29,Male,96.8,1.41,Low,Hydrated
49,Female,65.52,2.9,Low,At Risk of Dehydration
24,Male,64.23,1.26,Moderate,At Risk of Dehydration
58,Male,86.5,2.57,Moderate,At Risk of Dehydration
53,Female,70.65,3.44,Moderate,At Risk of Dehydration
29,Male,58.66,2.23,Moderate,Hydrated
43,Female,76.87,1.68,Moderate,At Risk of Dehydration
45,Male,97.01,3.91,Moderate,Hydrated
29,Male,57.65,2.31,Moderate,At Risk of Dehydration
23,Male,75.77,1.82,Low,At Risk of Dehydration
45,Female,49.09,2.94,Moderate,At Risk of Dehydration
23,Male,87.62,2.4,Low,Hydrated
51,Male,75.45,1.83,Low,At Risk of Dehydration
22,Male,55.5,1.61,Low,At Risk of Dehydration
55,Male,60.58,2.31,Low,At Risk of Dehydration
56,Male,91.67,1.39,High,At Risk of Dehydration
33,Male,65.02,2.43,Moderate,Hydrated
38,Male,88.67,2.07,Low,At Risk of Dehydration
53,Female,57.99,2.76,Moderate,At Risk of Dehydration
37,Female,78.49,3.62,Moderate,Hydrated
59,Female,62.47,2.91,Low,Hydrated
18,Male,97.71,3.73,High,Hydrated
31,Male,47.28,3.28,Moderate,At Risk of Dehydration
20,Female,57.0,2.02,High,At Risk of Dehydration
51,Female,75.17,2.56,Low,At Risk of Dehydration
19,Male,78.98,3.65,High,At Risk of Dehydration
56,Male,93.71,3.0,Moderate,At Risk of Dehydration
57,Male,66.95,1.45,High,At Risk of Dehydration
43,Male,73.17,2.09,Moderate,At Risk of Dehydration
40,Male,84.64,3.0,Moderate,At Risk of Dehydration
33,Male,56.89,3.12,Moderate,Hydrated
48,Male,51.48,3.74,High,Hydrated
55,Female,88.25,2.2,High,At Risk of Dehydration
21,Female,69.2,1.79,High,Hydrated
20,Female,82.41,1.12,High,At Risk of Dehydration
27,Female,57.31,2.97,Moderate,At Risk of Dehydration
37,Male,93.63,1.93,High,At Risk of Dehydration
26,Female,65.36,2.87,Moderate,Hydrated
18,Female,45.76,1.24,Moderate,At Risk of Dehydration
25,Female,93.95,3.6,High,Hydrated
33,Female,73.44,1.49,Low,At Risk of Dehydration
41,Male,50.55,1.93,Low,At Risk of Dehydration
33,Male,83.49,3.45,High,Hydrated
44,Female,67.91,1.47,Low,At Risk of Dehydration
53,Male,99.46,2.67,Low,At Risk of Dehydration
39,Male,49.08,1.28,Low,At Risk of Dehydration
19,Female,48.79,2.92,Low,At Risk of Dehydration
26,Female,50.99,2.11,Low,At Risk of Dehydration
44,Male,68.43,2.51,Low,At Risk of Dehydration
59,Male,60.72,1.7,Low,At Risk of Dehydration
44,Female,94.92,3.5,High,At Risk of Dehydration
30,Male,59.16,2.04,Low,At Risk of Dehydration
29,Male,92.59,3.14,High,At Risk of Dehydration
30,Female,62.5,2.89,Low,At Risk of Dehydration
20,Male,60.58,1.83,Low,At Risk of Dehydration
40,Male,87.74,3.9,High,At Risk of Dehydration
58,Male,81.57,3.89,High,Hydrated
55,Male,99.91,3.8,Moderate,At Risk of Dehydration
23,Female,86.88,3.94,Moderate,Hydrated
40,Male,63.55,3.27,Moderate,Hydrated
